Time,N
0.000001,17878
0.000001,17879
0.000001,17880
0.000000,17881
0.000001,17882
0.000001,17883
0.000001,17884
0.000000,17885
0.000001,17886
0.000001,17887
0.000001,17888
0.000000,17889
0.000001,17890
0.000001,17891
0.000000,17892
0.000001,17893
0.000001,17894
0.000000,17895
0.000001,17896
0.000001,17897
0.000001,17898
0.000000,17899
0.000001,17900
0.000001,17901
0.000000,17902
0.000001,17903
0.000001,17904
0.000001,17905
0.000000,17906
0.000001,17907
0.000001,17908
0.000001,17909
0.000000,17910
0.000001,17911
0.000001,17912
0.000001,17913
0.000000,17914
0.000001,17915
0.000001,17916
0.000000,17917
0.000001,17918
0.000001,17919
0.000001,17920
0.000000,17921
0.000001,17922
0.000001,17923
0.000001,17924
0.000000,17925
0.000001,17926
0.000001,17927
0.000001,17928
0.000000,17929
0.000001,17930
0.000001,17931
0.000001,17932
0.000000,17933
0.000001,17934
0.000001,17935
0.000001,17936
0.000000,17937
0.000001,17938
0.000001,17939
0.000001,17940
0.000000,17941
0.000001,17942
0.000001,17943
0.000001,17944
0.000001,17945
0.000000,17946
0.000001,17947
0.000001,17948
0.000000,17949
0.000000,17950
0.000001,17951
0.000000,17952
0.000000,17953
0.000001,17954
0.000000,17955
0.000001,17956
0.000001,17957
0.000000,17958
0.000000,17959
0.000001,17960
0.000000,17961
0.000001,17962
0.000001,17963
0.000000,17964
0.000000,17965
0.000001,17966
0.000000,17967
0.000000,17968
0.000001,17969
0.000000,17970
0.000000,17971
0.000001,17972
0.000000,17973
0.000001,17974
0.000001,17975
0.000001,17976
0.000001,17977
0.000001,17978
0.000000,17979
0.000001,17980
0.000001,17981
0.000000,17982
0.000001,17983
0.000001,17984
0.000001,17985
0.000000,17986
0.000001,17987
0.000001,17988
0.000001,17989
0.000000,17990
0.000001,17991
0.000001,17992
0.000000,17993
0.000000,17994
0.000001,17995
0.000001,17996
0.000000,17997
0.000001,17998
0.000001,17999
0.000001,18000
0.000000,18001
0.000001,18002
0.000001,18003
0.000001,18004
0.000000,18005
0.000001,18006
0.000001,18007
0.000001,18008
0.000000,18009
0.000001,18010
0.000001,18011
0.000001,18012
0.000000,18013
0.000001,18014
0.000001,18015
0.000001,18016
0.000000,18017
0.000001,18018
0.000001,18019
0.000001,18020
0.000000,18021
0.000001,18022
0.000001,18023
0.000000,18024
0.000001,18025
0.000001,18026
0.000000,18027
0.000001,18028
0.000001,18029
0.000000,18030
0.000001,18031
0.000001,18032
0.000001,18033
0.000000,18034
0.000001,18035
0.000001,18036
0.000001,18037
0.000000,18038
0.000001,18039
0.000001,18040
0.000000,18041
0.000000,18042
0.000001,18043
0.000001,18044
0.000001,18045
0.000000,18046
0.000001,18047
0.000001,18048
0.000001,18049
0.000000,18050
0.000001,18051
0.000001,18052
0.000001,18053
0.000000,18054
0.000001,18055
0.000001,18056
0.000001,18057
0.000000,18058
0.000001,18059
0.000001,18060
0.000001,18061
0.000000,18062
0.000001,18063
0.000001,18064
0.000001,18065
0.000000,18066
0.000001,18067
0.000001,18068
0.000001,18069
0.000000,18070
0.000001,18071
0.000001,18072
0.000000,18073
0.000000,18074
0.000001,18075
0.000001,18076
0.000000,18077
0.000000,18078
0.000001,18079
0.000001,18080
0.000000,18081
0.000001,18082
0.000001,18083
0.000001,18084
0.000000,18085
0.000001,18086
0.000001,18087
0.000000,18088
0.000001,18089
0.000001,18090
0.000000,18091
0.000001,18092
0.000001,18093
0.000001,18094
0.000000,18095
0.000001,18096
0.000001,18097
0.000000,18098
0.000001,18099
0.000001,18100
0.000001,18101
0.000000,18102
0.000001,18103
0.000001,18104
0.000000,18105
0.000001,18106
0.000001,18107
0.000001,18108
0.000001,18109
0.000000,18110
0.000001,18111
0.000001,18112
0.000001,18113
0.000000,18114
0.000001,18115
0.000001,18116
0.000001,18117
0.000000,18118
0.000001,18119
0.000001,18120
0.000001,18121
0.000000,18122
0.000001,18123
0.000001,18124
0.000001,18125
0.000000,18126
0.000001,18127
0.000001,18128
0.000001,18129
0.000000,18130
0.000001,18131
0.000001,18132
0.000001,18133
0.000000,18134
0.000001,18135
0.000001,18136
0.000001,18137
0.000000,18138
0.000001,18139
0.000001,18140
0.000001,18141
0.000000,18142
0.000001,18143
0.000001,18144
0.000001,18145
0.000000,18146
0.000001,18147
0.000001,18148
0.000001,18149
0.000000,18150
0.000001,18151
0.000001,18152
0.000000,18153
0.000001,18154
0.000001,18155
0.000000,18156
0.000001,18157
0.000001,18158
0.000000,18159
0.000001,18160
0.000001,18161
0.000000,18162
0.000001,18163
0.000001,18164
0.000001,18165
0.000000,18166
0.000000,18167
0.000001,18168
0.000001,18169
0.000000,18170
0.000001,18171
0.000001,18172
0.000001,18173
0.000000,18174
0.000001,18175
0.000001,18176
0.000001,18177
0.000000,18178
0.000001,18179
0.000001,18180
0.000001,18181
0.000000,18182
0.000001,18183
0.000001,18184
0.000001,18185
0.000000,18186
0.000001,18187
0.000001,18188
0.000001,18189
0.000000,18190
0.000001,18191
0.000001,18192
0.000001,18193
0.000000,18194
0.000001,18195
0.000001,18196
0.000001,18197
0.000000,18198
0.000001,18199
0.000001,18200
0.000001,18201
0.000000,18202
0.000001,18203
0.000001,18204
0.000001,18205
0.000000,18206
0.000001,18207
0.000001,18208
0.000001,18209
0.000000,18210
0.000001,18211
0.000001,18212
0.000001,18213
0.000000,18214
0.000001,18215
0.000001,18216
0.000000,18217
0.000000,18218
0.000001,18219
0.000001,18220
0.000000,18221
0.000001,18222
0.000001,18223
0.000001,18224
0.000000,18225
0.000001,18226
0.000001,18227
0.000001,18228
0.000000,18229
0.000001,18230
0.000001,18231
0.000001,18232
0.000000,18233
0.000001,18234
0.000001,18235
0.000001,18236
0.000000,18237
0.000001,18238
0.000001,18239
0.000001,18240
0.000000,18241
0.000001,18242
0.000001,18243
0.000001,18244
0.000000,18245
0.000000,18246
0.000001,18247
0.000000,18248
0.000000,18249
0.000001,18250
0.000001,18251
0.000000,18252
0.000001,18253
0.000001,18254
0.000001,18255
0.000000,18256
0.000001,18257
0.000001,18258
0.000001,18259
0.000000,18260
0.000001,18261
0.000001,18262
0.000001,18263
0.000000,18264
0.000001,18265
0.000001,18266
0.000001,18267
0.000000,18268
0.000001,18269
0.000001,18270
0.000001,18271
0.000000,18272
0.000001,18273
0.000001,18274
0.000001,18275
0.000000,18276
0.000001,18277
0.000001,18278
0.000001,18279
0.000000,18280
0.000001,18281
0.000001,18282
0.000000,18283
0.000001,18284
0.000001,18285
0.000000,18286
0.000001,18287
0.000001,18288
0.000000,18289
0.000001,18290
0.000001,18291
0.000001,18292
0.000000,18293
0.000001,18294
0.000001,18295
0.000001,18296
0.000000,18297
0.000001,18298
0.000001,18299
0.000001,18300
0.000000,18301
0.000001,18302
0.000001,18303
0.000001,18304
0.000000,18305
0.000001,18306
0.000001,18307
0.000001,18308
0.000000,18309
0.000001,18310
0.000001,18311
0.000001,18312
0.000000,18313
0.000001,18314
0.000001,18315
0.000000,18316
0.000001,18317
0.000001,18318
0.000001,18319
0.000001,18320
0.000000,18321
0.000001,18322
0.000001,18323
0.000001,18324
0.000000,18325
0.000001,18326
0.000001,18327
0.000001,18328
0.000000,18329
0.000000,18330
0.000001,18331
0.000001,18332
0.000001,18333
0.000001,18334
0.000000,18335
0.000001,18336
0.000001,18337
0.000001,18338
0.000000,18339
0.000001,18340
0.000001,18341
0.000001,18342
0.000000,18343
0.000001,18344
0.000001,18345
0.000000,18346
0.000001,18347
0.000001,18348
0.000000,18349
0.000001,18350
0.000001,18351
0.000001,18352
0.000000,18353
0.000001,18354
0.000001,18355
0.000000,18356
0.000001,18357
0.000001,18358
0.000000,18359
0.000001,18360
0.000001,18361
0.000001,18362
0.000000,18363
0.000000,18364
0.000001,18365
0.000000,18366
0.000001,18367
0.000001,18368
0.000001,18369
0.000000,18370
0.000001,18371
0.000001,18372
0.000001,18373
0.000000,18374
0.000000,18375
0.000001,18376
0.000000,18377
0.000001,18378
0.000000,18379
0.000001,18380
0.000001,18381
0.000001,18382
0.000000,18383
0.000001,18384
0.000001,18385
0.000001,18386
0.000000,18387
0.000001,18388
0.000001,18389
0.000001,18390
0.000000,18391
0.000001,18392
0.000001,18393
0.000001,18394
0.000000,18395
0.000001,18396
0.000001,18397
0.000001,18398
0.000000,18399
0.000001,18400
0.000001,18401
0.000001,18402
0.000000,18403
0.000000,18404
0.000001,18405
0.000000,18406
0.000001,18407
0.000004,18408
0.000001,18409
0.000001,18410
0.000001,18411
0.000000,18412
0.000000,18413
0.000001,18414
0.000001,18415
0.000000,18416
0.000001,18417
0.000000,18418
0.000001,18419
0.000000,18420
0.000000,18421
0.000001,18422
0.000000,18423
0.000001,18424
0.000001,18425
0.000001,18426
0.000000,18427
0.000001,18428
0.000001,18429
0.000001,18430
0.000000,18431
0.000004,18432
0.000000,18433
0.000000,18434
0.000002,18435
0.000000,18436
0.000000,18437
0.000001,18438
0.000001,18439
0.000001,18440
0.000000,18441
0.000001,18442
0.000001,18443
0.000001,18444
0.000000,18445
0.000001,18446
0.000001,18447
0.000001,18448
0.000000,18449
0.000001,18450
0.000001,18451
0.000001,18452
0.000003,18453
0.000001,18454
0.000001,18455
0.000001,18456
0.000001,18457
0.000000,18458
0.000001,18459
0.000000,18460
0.000001,18461
0.000001,18462
0.000001,18463
0.000001,18464
0.000000,18465
0.000001,18466
0.000001,18467
0.000000,18468
0.000001,18469
0.000001,18470
0.000000,18471
0.000001,18472
0.000001,18473
0.000000,18474
0.000001,18475
0.000001,18476
0.000000,18477
0.000001,18478
0.000001,18479
0.000001,18480
0.000000,18481
0.000001,18482
0.000001,18483
0.000001,18484
0.000000,18485
0.000001,18486
0.000001,18487
0.000001,18488
0.000000,18489
0.000005,18490
0.000000,18491
0.000000,18492
0.000001,18493
0.000001,18494
0.000000,18495
0.000001,18496
0.000001,18497
0.000000,18498
0.000001,18499
0.000000,18500
0.000001,18501
0.000001,18502
0.000000,18503
0.000000,18504
0.000001,18505
0.000000,18506
0.000000,18507
0.000001,18508
0.000000,18509
0.000001,18510
0.000001,18511
0.000000,18512
0.000000,18513
0.000001,18514
0.000000,18515
0.000000,18516
0.000001,18517
0.000000,18518
0.000000,18519
0.000001,18520
0.000000,18521
0.000000,18522
0.000001,18523
0.000001,18524
0.000001,18525
0.000000,18526
0.000000,18527
0.000001,18528
0.000000,18529
0.000000,18530
0.000001,18531
0.000001,18532
0.000000,18533
0.000001,18534
0.000001,18535
0.000001,18536
0.000000,18537
0.000001,18538
0.000001,18539
0.000001,18540
0.000000,18541
0.000001,18542
0.000012,18543
0.000001,18544
0.000000,18545
0.000001,18546
0.000001,18547
0.000001,18548
0.000000,18549
0.000001,18550
0.000001,18551
0.000000,18552
0.000001,18553
0.000001,18554
0.000000,18555
0.000000,18556
0.000001,18557
0.000000,18558
0.000001,18559
0.000001,18560
0.000000,18561
0.000001,18562
0.000001,18563
0.000001,18564
0.000000,18565
0.000001,18566
0.000001,18567
0.000001,18568
0.000000,18569
0.000000,18570
0.000001,18571
0.000000,18572
0.000001,18573
0.000001,18574
0.000000,18575
0.000001,18576
0.000001,18577
0.000000,18578
0.000000,18579
0.000001,18580
0.000000,18581
0.000000,18582
0.000001,18583
0.000000,18584
0.000001,18585
0.000001,18586
0.000001,18587
0.000000,18588
0.000001,18589
0.000001,18590
0.000001,18591
0.000000,18592
0.000001,18593
0.000001,18594
0.000001,18595
0.000000,18596
0.000001,18597
0.000001,18598
0.000001,18599
0.000000,18600
0.000001,18601
0.000001,18602
0.000001,18603
0.000000,18604
0.000001,18605
0.000001,18606
0.000001,18607
0.000000,18608
0.000000,18609
0.000001,18610
0.000001,18611
0.000000,18612
0.000001,18613
0.000001,18614
0.000001,18615
0.000000,18616
0.000000,18617
0.000001,18618
0.000001,18619
0.000000,18620
0.000001,18621
0.000001,18622
0.000001,18623
0.000000,18624
0.000000,18625
0.000001,18626
0.000001,18627
0.000000,18628
0.000000,18629
0.000001,18630
0.000001,18631
0.000000,18632
0.000001,18633
0.000001,18634
0.000000,18635
0.000001,18636
0.000001,18637
0.000000,18638
0.000001,18639
0.000001,18640
0.000000,18641
0.000001,18642
0.000001,18643
0.000001,18644
0.000000,18645
0.000001,18646
0.000001,18647
0.000001,18648
0.000000,18649
0.000001,18650
0.000001,18651
0.000001,18652
0.000000,18653
0.000000,18654
0.000001,18655
0.000000,18656
0.000001,18657
0.000001,18658
0.000001,18659
0.000000,18660
0.000001,18661
0.000001,18662
0.000001,18663
0.000000,18664
0.000001,18665
0.000001,18666
0.000001,18667
0.000000,18668
0.000001,18669
0.000001,18670
0.000000,18671
0.000000,18672
0.000001,18673
0.000000,18674
0.000000,18675
0.000001,18676
0.000000,18677
0.000001,18678
0.000001,18679
0.000000,18680
0.000000,18681
0.000001,18682
0.000000,18683
0.000001,18684
0.000001,18685
0.000000,18686
0.000001,18687
0.000001,18688
0.000001,18689
0.000000,18690
0.000001,18691
0.000001,18692
0.000001,18693
0.000000,18694
0.000000,18695
0.000001,18696
0.000000,18697
0.000001,18698
0.000001,18699
0.000000,18700
0.000001,18701
0.000001,18702
0.000000,18703
0.000000,18704
0.000001,18705
0.000000,18706
0.000001,18707
0.000001,18708
0.000001,18709
0.000000,18710
0.000001,18711
0.000001,18712
0.000001,18713
0.000000,18714
0.000001,18715
0.000001,18716
0.000001,18717
0.000000,18718
0.000000,18719
0.000001,18720
0.000001,18721
0.000000,18722
0.000001,18723
0.000001,18724
0.000001,18725
0.000000,18726
0.000001,18727
0.000001,18728
0.000000,18729
0.000000,18730
0.000001,18731
0.000001,18732
0.000000,18733
0.000001,18734
0.000001,18735
0.000001,18736
0.000000,18737
0.000001,18738
0.000001,18739
0.000001,18740
0.000000,18741
0.000001,18742
0.000001,18743
0.000001,18744
0.000000,18745
0.000001,18746
0.000001,18747
0.000001,18748
0.000000,18749
0.000001,18750
0.000001,18751
0.000001,18752
0.000000,18753
0.000001,18754
0.000001,18755
0.000001,18756
0.000000,18757
0.000001,18758
0.000001,18759
0.000000,18760
0.000000,18761
0.000001,18762
0.000001,18763
0.000000,18764
0.000001,18765
0.000001,18766
0.000000,18767
0.000001,18768
0.000001,18769
0.000000,18770
0.000000,18771
0.000001,18772
0.000000,18773
0.000001,18774
0.000001,18775
0.000001,18776
0.000000,18777
0.000001,18778
0.000001,18779
0.000001,18780
0.000000,18781
0.000001,18782
0.000001,18783
0.000001,18784
0.000000,18785
0.000001,18786
0.000001,18787
0.000000,18788
0.000001,18789
0.000001,18790
0.000001,18791
0.000000,18792
0.000000,18793
0.000001,18794
0.000001,18795
0.000000,18796
0.000000,18797
0.000001,18798
0.000001,18799
0.000000,18800
0.000001,18801
0.000001,18802
0.000001,18803
0.000000,18804
0.000001,18805
0.000001,18806
0.000001,18807
0.000000,18808
0.000001,18809
0.000001,18810
0.000000,18811
0.000001,18812
0.000001,18813
0.000000,18814
0.000001,18815
0.000001,18816
0.000000,18817
0.000001,18818
0.000001,18819
0.000000,18820
0.000001,18821
0.000001,18822
0.000000,18823
0.000001,18824
0.000001,18825
0.000000,18826
0.000001,18827
0.000001,18828
0.000000,18829
0.000001,18830
0.000001,18831
0.000001,18832
0.000000,18833
0.000001,18834
0.000001,18835
0.000000,18836
0.000001,18837
0.000001,18838
0.000001,18839
0.000000,18840
0.000001,18841
0.000001,18842
0.000000,18843
0.000001,18844
0.000000,18845
0.000000,18846
0.000001,18847
0.000001,18848
0.000001,18849
0.000000,18850
0.000001,18851
0.000001,18852
0.000001,18853
0.000000,18854
0.000001,18855
0.000001,18856
0.000000,18857
0.000001,18858
0.000001,18859
0.000001,18860
0.000001,18861
0.000000,18862
0.000001,18863
0.000001,18864
0.000000,18865
0.000000,18866
0.000001,18867
0.000001,18868
0.000000,18869
0.000001,18870
0.000001,18871
0.000001,18872
0.000000,18873
0.000001,18874
0.000001,18875
0.000001,18876
0.000000,18877
0.000001,18878
0.000001,18879
0.000000,18880
0.000000,18881
0.000001,18882
0.000001,18883
0.000000,18884
0.000001,18885
0.000001,18886
0.000000,18887
0.000001,18888
0.000001,18889
0.000000,18890
0.000001,18891
0.000001,18892
0.000000,18893
0.000001,18894
0.000001,18895
0.000001,18896
0.000000,18897
0.000001,18898
0.000001,18899
0.000001,18900
0.000000,18901
0.000001,18902
0.000001,18903
0.000001,18904
0.000000,18905
0.000001,18906
0.000001,18907
0.000000,18908
0.000001,18909
0.000001,18910
0.000000,18911
0.000000,18912
0.000001,18913
0.000000,18914
0.000001,18915
0.000001,18916
0.000000,18917
0.000001,18918
0.000001,18919
0.000000,18920
0.000000,18921
0.000001,18922
0.000000,18923
0.000001,18924
0.000001,18925
0.000001,18926
0.000000,18927
0.000001,18928
0.000001,18929
0.000001,18930
0.000000,18931
0.000001,18932
0.000001,18933
0.000000,18934
0.000001,18935
0.000001,18936
0.000001,18937
0.000000,18938
0.000001,18939
0.000001,18940
0.000001,18941
0.000000,18942
0.000001,18943
0.000001,18944
0.000000,18945
0.000001,18946
0.000001,18947
0.000000,18948
0.000001,18949
0.000001,18950
0.000000,18951
0.000001,18952
0.000001,18953
0.000000,18954
0.000000,18955
0.000001,18956
0.000001,18957
0.000000,18958
0.000001,18959
0.000001,18960
0.000001,18961
0.000000,18962
0.000001,18963
0.000001,18964
0.000000,18965
0.000001,18966
0.000001,18967
0.000000,18968
0.000001,18969
0.000001,18970
0.000000,18971
0.000000,18972
0.000001,18973
0.000000,18974
0.000000,18975
0.000001,18976
0.000001,18977
0.000000,18978
0.000001,18979
0.000001,18980
0.000000,18981
0.000001,18982
0.000001,18983
0.000000,18984
0.000001,18985
0.000001,18986
0.000001,18987
0.000000,18988
0.000001,18989
0.000001,18990
0.000000,18991
0.000001,18992
0.000001,18993
0.000001,18994
0.000000,18995
0.000001,18996
0.000001,18997
0.000001,18998
0.000000,18999
0.000001,19000
0.000001,19001
0.000001,19002
0.000000,19003
0.000001,19004
0.000001,19005
0.000001,19006
0.000000,19007
0.000001,19008
0.000001,19009
0.000000,19010
0.000001,19011
0.000001,19012
0.000000,19013
0.000000,19014
0.000001,19015
0.000000,19016
0.000000,19017
0.000001,19018
0.000001,19019
0.000000,19020
0.000001,19021
0.000001,19022
0.000000,19023
0.000001,19024
0.000001,19025
0.000000,19026
0.000000,19027
0.000001,19028
0.000001,19029
0.000000,19030
0.000000,19031
0.000001,19032
0.000000,19033
0.000001,19034
0.000001,19035
0.000000,19036
0.000000,19037
0.000001,19038
0.000001,19039
0.000000,19040
0.000001,19041
0.000000,19042
0.000001,19043
0.000001,19044
0.000000,19045
0.000001,19046
0.000001,19047
0.000000,19048
0.000001,19049
0.000001,19050
0.000001,19051
0.000000,19052
0.000001,19053
0.000001,19054
0.000000,19055
0.000001,19056
0.000001,19057
0.000001,19058
0.000000,19059
0.000001,19060
0.000001,19061
0.000001,19062
0.000000,19063
0.000001,19064
0.000001,19065
0.000000,19066
0.000001,19067
0.000001,19068
0.000000,19069
0.000000,19070
0.000001,19071
0.000001,19072
0.000000,19073
0.000001,19074
0.000001,19075
0.000000,19076
0.000001,19077
0.000001,19078
0.000000,19079
0.000001,19080
0.000001,19081
0.000000,19082
0.000001,19083
0.000001,19084
0.000000,19085
0.000001,19086
0.000001,19087
0.000001,19088
0.000000,19089
0.000001,19090
0.000001,19091
0.000000,19092
0.000001,19093
0.000001,19094
0.000000,19095
0.000001,19096
0.000001,19097
0.000000,19098
0.000001,19099
0.000001,19100
0.000000,19101
0.000001,19102
0.000001,19103
0.000001,19104
0.000000,19105
0.000001,19106
0.000001,19107
0.000001,19108
0.000000,19109
0.000001,19110
0.000001,19111
0.000001,19112
0.000000,19113
0.000001,19114
0.000001,19115
0.000001,19116
0.000000,19117
0.000001,19118
0.000001,19119
0.000000,19120
0.000000,19121
0.000001,19122
0.000001,19123
0.000000,19124
0.000001,19125
0.000001,19126
0.000001,19127
0.000001,19128
0.000000,19129
0.000001,19130
0.000001,19131
0.000000,19132
0.000001,19133
0.000001,19134
0.000001,19135
0.000000,19136
0.000001,19137
0.000001,19138
0.000001,19139
0.000000,19140
0.000001,19141
0.000001,19142
0.000001,19143
0.000000,19144
0.000001,19145
0.000000,19146
0.000000,19147
0.000001,19148
0.000001,19149
0.000000,19150
0.000001,19151
0.000001,19152
0.000000,19153
0.000001,19154
0.000001,19155
0.000000,19156
0.000000,19157
0.000001,19158
0.000001,19159
0.000000,19160
0.000000,19161
0.000001,19162
0.000001,19163
0.000000,19164
0.000001,19165
0.000001,19166
0.000001,19167
0.000000,19168
0.000001,19169
0.000001,19170
0.000000,19171
0.000001,19172
0.000001,19173
0.000001,19174
0.000001,19175
0.000000,19176
0.000001,19177
0.000001,19178
0.000001,19179
0.000000,19180
0.000001,19181
0.000001,19182
0.000001,19183
0.000000,19184
0.000001,19185
0.000001,19186
0.000001,19187
0.000000,19188
0.000001,19189
0.000001,19190
0.000000,19191
0.000001,19192
0.000001,19193
0.000000,19194
0.000001,19195
0.000001,19196
0.000000,19197
0.000001,19198
0.000001,19199
0.000000,19200
0.000001,19201
0.000001,19202
0.000000,19203
0.000000,19204
0.000001,19205
0.000000,19206
0.000001,19207
0.000001,19208
0.000001,19209
0.000000,19210
0.000001,19211
0.000001,19212
0.000001,19213
0.000000,19214
0.000001,19215
0.000001,19216
0.000001,19217
0.000000,19218
0.000001,19219
0.000001,19220
0.000001,19221
0.000000,19222
0.000001,19223
0.000001,19224
0.000000,19225
0.000001,19226
0.000001,19227
0.000000,19228
0.000001,19229
0.000001,19230
0.000000,19231
0.000001,19232
0.000001,19233
0.000000,19234
0.000001,19235
0.000001,19236
0.000001,19237
0.000000,19238
0.000001,19239
0.000001,19240
0.000001,19241
0.000000,19242
0.000001,19243
0.000001,19244
0.000001,19245
0.000000,19246
0.000001,19247
0.000001,19248
0.000001,19249
0.000000,19250
0.000001,19251
0.000001,19252
0.000001,19253
0.000000,19254
0.000001,19255
0.000001,19256
0.000001,19257
0.000000,19258
0.000001,19259
0.000001,19260
0.000000,19261
0.000001,19262
0.000001,19263
0.000001,19264
0.000000,19265
0.000001,19266
0.000001,19267
0.000001,19268
0.000000,19269
0.000001,19270
0.000001,19271
0.000000,19272
0.000001,19273
0.000001,19274
0.000000,19275
0.000001,19276
0.000001,19277
0.000000,19278
0.000001,19279
0.000001,19280
0.000000,19281
0.000001,19282
0.000001,19283
0.000001,19284
0.000000,19285
0.000001,19286
0.000001,19287
0.000000,19288
0.000001,19289
0.000001,19290
0.000000,19291
0.000001,19292
0.000001,19293
0.000000,19294
0.000001,19295
0.000001,19296
0.000000,19297
0.000001,19298
0.000001,19299
0.000000,19300
0.000001,19301
0.000001,19302
0.000000,19303
0.000001,19304
0.000001,19305
0.000001,19306
0.000000,19307
0.000001,19308
0.000001,19309
0.000001,19310
0.000001,19311
0.000000,19312
0.000000,19313
0.000001,19314
0.000000,19315
0.000001,19316
0.000001,19317
0.000000,19318
0.000001,19319
0.000001,19320
0.000000,19321
0.000001,19322
0.000001,19323
0.000000,19324
0.000001,19325
0.000001,19326
0.000000,19327
0.000001,19328
0.000001,19329
0.000001,19330
0.000000,19331
0.000001,19332
0.000001,19333
0.000001,19334
0.000000,19335
0.000001,19336
0.000001,19337
0.000001,19338
0.000000,19339
0.000001,19340
0.000001,19341
0.000001,19342
0.000000,19343
0.000001,19344
0.000001,19345
0.000000,19346
0.000000,19347
0.000001,19348
0.000001,19349
0.000000,19350
0.000001,19351
0.000001,19352
0.000000,19353
0.000001,19354
0.000001,19355
0.000000,19356
0.000001,19357
0.000001,19358
0.000000,19359
0.000001,19360
0.000001,19361
0.000001,19362
0.000000,19363
0.000001,19364
0.000001,19365
0.000001,19366
0.000000,19367
0.000001,19368
0.000001,19369
0.000000,19370
0.000001,19371
0.000001,19372
0.000001,19373
0.000000,19374
0.000001,19375
0.000001,19376
0.000001,19377
0.000000,19378
0.000001,19379
0.000001,19380
0.000001,19381
0.000000,19382
0.000001,19383
0.000001,19384
0.000001,19385
0.000000,19386
0.000001,19387
0.000001,19388
0.000001,19389
0.000000,19390
0.000001,19391
0.000001,19392
0.000001,19393
0.000000,19394
0.000001,19395
0.000001,19396
0.000001,19397
0.000000,19398
0.000001,19399
0.000001,19400
0.000001,19401
0.000000,19402
0.000001,19403
0.000000,19404
0.000000,19405
0.000001,19406
0.000001,19407
0.000001,19408
0.000000,19409
0.000001,19410
0.000001,19411
0.000001,19412
0.000001,19413
0.000000,19414
0.000001,19415
0.000001,19416
0.000000,19417
0.000001,19418
0.000001,19419
0.000000,19420
0.000001,19421
0.000001,19422
0.000000,19423
0.000001,19424
0.000001,19425
0.000001,19426
0.000000,19427
0.000001,19428
0.000001,19429
0.000001,19430
0.000000,19431
0.000005,19432
0.000001,19433
0.000001,19434
0.000001,19435
0.000000,19436
0.000001,19437
0.000001,19438
0.000000,19439
0.000001,19440
0.000001,19441
0.000000,19442
0.000001,19443
0.000001,19444
0.000000,19445
0.000001,19446
0.000001,19447
0.000000,19448
0.000001,19449
0.000001,19450
0.000001,19451
0.000001,19452
0.000000,19453
0.000001,19454
0.000001,19455
0.000001,19456
0.000001,19457
0.000000,19458
0.000001,19459
0.000001,19460
0.000001,19461
0.000001,19462
0.000000,19463
0.000001,19464
0.000001,19465
0.000001,19466
0.000000,19467
0.000001,19468
0.000001,19469
0.000001,19470
0.000000,19471
0.000001,19472
0.000001,19473
0.000001,19474
0.000000,19475
0.000001,19476
0.000001,19477
0.000000,19478
0.000001,19479
0.000001,19480
0.000000,19481
0.000001,19482
0.000001,19483
0.000000,19484
0.000001,19485
0.000001,19486
0.000000,19487
0.000001,19488
0.000001,19489
0.000001,19490
0.000000,19491
0.000001,19492
0.000001,19493
0.000001,19494
0.000000,19495
0.000001,19496
0.000002,19497
0.000000,19498
0.000000,19499
0.000001,19500
0.000001,19501
0.000000,19502
0.000001,19503
0.000001,19504
0.000001,19505
0.000000,19506
0.000001,19507
0.000001,19508
0.000000,19509
0.000001,19510
0.000001,19511
0.000000,19512
0.000001,19513
0.000001,19514
0.000000,19515
0.000001,19516
0.000001,19517
0.000000,19518
0.000001,19519
0.000000,19520
0.000001,19521
0.000000,19522
0.000001,19523
0.000000,19524
0.000001,19525
0.000000,19526
0.000001,19527
0.000001,19528
0.000001,19529
0.000000,19530
0.000001,19531
0.000001,19532
0.000001,19533
0.000000,19534
0.000001,19535
0.000001,19536
0.000001,19537
0.000000,19538
0.000001,19539
0.000001,19540
0.000000,19541
0.000001,19542
0.000001,19543
0.000000,19544
0.000001,19545
0.000001,19546
0.000000,19547
0.000000,19548
0.000000,19549
0.000001,19550
0.000003,19551
0.000001,19552
0.000001,19553
0.000000,19554
0.000001,19555
0.000000,19556
0.000001,19557
0.000001,19558
0.000000,19559
0.000001,19560
0.000001,19561
0.000000,19562
0.000001,19563
0.000001,19564
0.000001,19565
0.000000,19566
0.000001,19567
0.000001,19568
0.000001,19569
0.000001,19570
0.000001,19571
0.000000,19572
0.000000,19573
0.000001,19574
0.000001,19575
0.000001,19576
0.000000,19577
0.000001,19578
0.000001,19579
0.000000,19580
0.000001,19581
0.000001,19582
0.000001,19583
0.000000,19584
0.000001,19585
0.000001,19586
0.000000,19587
0.000000,19588
0.000000,19589
0.000000,19590
0.000001,19591
0.000001,19592
0.000001,19593
0.000001,19594
0.000001,19595
0.000001,19596
0.000001,19597
0.000001,19598
0.000001,19599
0.000001,19600
0.000000,19601
0.000000,19602
0.000001,19603
0.000001,19604
0.000000,19605
0.000001,19606
0.000001,19607
0.000000,19608
0.000001,19609
0.000001,19610
0.000000,19611
0.000000,19612
0.000001,19613
0.000000,19614
0.000001,19615
0.000001,19616
0.000001,19617
0.000000,19618
0.000000,19619
0.000000,19620
0.000001,19621
0.000000,19622
0.000001,19623
0.000001,19624
0.000000,19625
0.000000,19626
